VF_PR0X1  VFUX0341VFX version of VFU0034                                         000000000000000
VF_PR0X1  VFUX0351VFX version of VFU0035                                         000000000000000
VF_PR0X1  VFUX0381VFX version of VFU0038                                         000000000000000
VF_PR0X1  VFUX0391VFX version of VFU0039                                         000000000000000
VF_PR0X1  VFUX0401VFX version of VFU0040                                         000000000000000
VF_PR0X1  VFUX0411VFX version fo VFU0041                                         000000000000000
VF_PR0X1  VFUX0421VFX version of VFU0042                                         000000000000000
VF_PR0X1  VFUX0441VFX Builtin function Main Logic                                000000000000000
VF_PR0X1  VFUX0451VFX version of VFU0045                                         000000000000000
VF_PR0X1  VFUX0461Build business object list                                     000000000000000
VF_PR0X1  VFUX0471Check uppercase/lowercase names                                000000000000000
VF_PR0X1  VFUX0491Wrapper for Relationship Handlers                              000000000000000
VF_PR0X1  VFUX0511VFX_SETU Builtin function                                      000000000000000
VF_PR0X1  VFUX0521VFX_GETU Builtin function                                      000000000000000
VF_PR0X1  VFUX0771VFX_GET_INSTANCE Builtin function                              000000000000000
VF_PR0X1  VFUX0881VFX_GETNUM_INSTANC Builtin function                            000000000000000
VF_PRINC  VFAUT010avCheckAuth Include 1                                          000000000000000
VF_PRINC  VFAUT020avCheckAuth Include 2                                          000000000000000
VF_PRINC  VFEND  0End Filter or Command Handler                                  000000000000000
VF_PRINC  VFREL1 0Relationship builder include 1                                 000000000000000
VF_PRINC  VFREL2 0Relationship Builder Include 2                                 000000000000000
VF_PRINC  VFSTART0Start Filter or command Handler                                000000000000000
VF_PRINC  VFUIN010Code Table Start logic                                         000000000000000
VF_PRINC  VFUIN020Code Table Subroutines                                         000000000000000
